ID	aspect	strdist	basarea	curvature	curve_cont	curve_prof	drop	rockdist	flowdir	lith	elev	cohesion	landslide	scarpdist	scarps	frictang	slope	slopeleg	woods	specwt
20385	209,1168	100	301200	-0,02926636	0,1202208	0,0909544	26,66667	0	8	17	687,7214	20	0	40	0	25	17,79835	350,0979	1	23
20386	205,125	100	301200	-0,6187134	0,2609508	-0,3577626	26,66667	0	8	17	690,1738	20	0	40	0	25	16,00899	349,3642	0	23
20387	211,3119	101,9804	301200	-0,5162811	0,07729758	-0,4389835	23,33333	0	8	17	692,8683	20	0	40	0	25	13,96511	349,4427	0	23
20388	239,4277	107,7033	301200	-1,95842	1,577648	-0,3807715	21,66667	0	8	17	696,2357	20	0	44,72136	0	25	19,94291	350,6788	0	23
20389	245,2771	100	301200	2,010345	-0,9577015	1,052644	50	0	16	17	706,6896	20	0	56,56854	0	25	23,712	353,8899	0	23
20390	235,6819	82,46211	301200	0,9253845	-0,6076766	0,3177079	43,33333	0	8	17	712,6897	20	0	56,56854	0	25	18,05695	360,9491	0	23
20391	224,9966	63,24555	301200	0,8102112	-0,6844735	0,1257377	33,33333	0	8	17	716,9503	20	0	44,72136	0	25	12,28036	375,2611	0	23
20392	213,3005	44,72136	301200	0,7407379	-0,6551613	0,08557657	23,33333	0	8	17	719,255	20	0	40	0	25	6,805294	394,4009	0	23
20393	195,9243	28,28427	301200	0,3054047	-0,2315373	0,07386732	11,66667	0	8	17	720,0005	20	0	40	0	25	3,66368	418,3522	0	23
20394	196,7283	20	301200	0,428833	-0,4101532	0,01867976	10	0	4	17	720,2645	20	0	40	0	25	3,67332	449,5062	0	23
20395	203,4258	0	301200	0,3139038	-0,1968173	0,1170865	10	0	4	17	720,6675	20	0	44,72136	0	25	5,479424	484,4216	0	23
20396	208,4423	20	301200	-0,6745148	0,5540538	-0,120461	6,666667	0	8	17	720,6179	20	0	56,56854	0	25	9,683408	521,1833	0	23
20397	216,5464	40	301200	-2,318527	2,132804	-0,1857232	3,333333	0	8	17	721,3667	20	0	72,11102	0	25	20,64725	558,9239	0	23
20398	217,1603	60	301200	-3,628082	3,226493	-0,4015893	22,5	0	4	17	725,8903	20	0	84,85281	0	25	33,99636	551,4245	1	23
20399	212,8917	80	301200	-0,800766	1,549259	0,7484932	62,5	0	4	1	735,9389	50	0	100	0	45	42,24454	539,09	1	25
20400	200,3805	100	301200	0,9968109	0,4023484	1,399159	82,5	0	4	1	745,8086	50	0	82,46211	0	45	43,05881	529,4182	1	25
20401	183,907	120	301200	1,257172	-0,3900383	0,8671333	85	0	4	1	749,75	50	0	63,24555	0	45	40,43319	522,4563	1	25
20402	172,2944	140	301200	1,970795	-0,7879908	1,182804	85	0	4	1	749,9481	50	0	44,72136	0	45	37,67056	519,5285	1	25
20403	160,2628	160	301200	0,04988098	0,6966568	0,7465378	65	0	4	1	745,7266	50	0	28,28427	0	45	33,78469	519,1113	1	25
20404	156,0434	180	301200	-1,640381	1,212254	-0,4281266	32,5	0	4	1	740,7293	50	0	20	0	45	25,60121	522,0168	1	25
20405	173,898	200	301200	-0,2104034	-0,03952782	-0,2499313	27,5	0	4	1	740,2259	50	0	0	1	45	15,20456	527,6855	0	25
20406	226,0218	220	301200	-2,504837	0,9088441	-1,595993	21,66667	0	8	17	740,7246	20	1	20	0	25	12,65786	535,6783	0	23
20407	247,0831	240	301200	0,3880005	-0,5772912	-0,1892907	30	0	16	17	747,1808	20	1	20	0	25	13,58965	545,6774	0	23
20408	239,3649	260	301200	0,7832642	-0,5051482	0,2781159	20	0	16	17	751,2458	20	1	0	1	25	8,617849	557,4614	0	23
20409	225,5288	280	301200	0,09243774	-0,01414155	0,07829619	11,66667	0	8	17	752,8675	20	0	20	0	25	6,509692	570,8784	0	23
20410	221,2529	300	301200	0,2174225	-0,05765762	0,1597649	11,66667	0	8	17	754,4614	20	0	40	0	25	6,9231	585,8222	0	23
20411	221,852	320	301200	-0,1971588	0,1228314	-0,07432738	11,66667	0	8	17	755,7986	20	0	56,56854	0	25	7,734912	584,1619	0	23
20412	208,8802	340	301200	0,349762	0,03321155	0,3829735	15	0	8	17	757,937	20	0	40	0	25	7,730582	580,9072	0	23
20413	191,6091	353,8361	2800	1,995895	-0,7646955	1,2312	25	0	4	17	759,0033	20	0	20	0	25	7,444961	580	0	23
20414	131,7074	360	2800	-2,636948	1,849264	-0,7876837	5	0	8	17	755,1789	20	0	0	1	25	9,484863	580,9072	1	23
20415	140,9329	360	MISSING	MISSING	MISSING	MISSING	MISSING	0	MISSING	3	MISSING	10	1	0	1	17	14,02682	MISSING	1	20
20416	220,8109	80	2400	0,6148376	0,2924937	0,9073313	35	0	16	17	574,4019	20	0	40	0	25	16,77855	762,6419	0	23
20417	223,8224	80	79200	-0,4004669	0,1118171	-0,2886499	40	0	8	17	579,1564	20	0	40	0	25	20,30488	734,8327	0	23
20418	228,0441	72,11102	79200	-0,08247375	0,01307926	-0,0693945	35	0	8	17	584,9009	20	0	28,28427	0	25	19,82559	706,0519	0	23
20419	228,8097	63,24555	79200	1,384888	-0,8151743	0,5697134	41,66667	0	8	17	591,0665	20	0	20	0	25	18,16559	682,8965	0	23
20420	232,2686	56,56854	79200	-0,3252869	-0,2432517	-0,5685386	35	0	8	17	595,0042	20	0	20	0	25	15,15219	659,5611	1	23
20421	262,2134	44,72136	79200	0,1024017	0,2033016	0,3057033	35	0	8	17	600,1737	20	0	20	0	25	11,45921	627,8166	1	23
20422	317,0264	28,28427	301200	4,445602	-1,050257	3,395345	42,5	0	64	17	607,7654	20	0	0	1	25	12,68219	603,2051	1	23
20423	349,9394	20	301200	3,261398	-2,494553	0,7668449	52,5	0	64	17	609,8432	20	0	0	1	25	16,09223	571,6074	1	23
20424	347,8912	20	301200	2,301407	-2,45004	-0,1486336	52,5	0	64	17	609,7608	20	0	0	1	25	16,5473	543,4501	1	23
20425	328,7714	20	301200	0,1473541	-0,833122	-0,6857678	38,33333	0	32	17	610,2553	20	1	0	1	25	15,8304	523,5872	1	23
20426	324,21	20	301200	2,792328	-1,740194	1,052134	38,33333	0	32	17	614,5408	20	1	0	1	25	13,85041	503,7355	1	23
20427	317,8795	0	301200	-0,1861877	-0,321676	-0,5078637	25	0	32	17	614,605	20	1	0	1	25	11,49389	483,8965	0	23
20428	295,6038	0	301200	-1,069031	0,2617689	-0,8072619	18,33333	0	32	17	616,4011	20	1	0	1	25	9,117003	444,0721	1	23
20429	256,4504	0	301200	-1,392303	-0,1800248	-1,572328	10	0	16	17	618,5557	20	1	0	1	25	6,770832	424,2641	1	23
20430	230,2951	0	301200	-1,302856	0,6358037	-0,6670527	7,5	0	16	17	620,3942	20	1	0	1	25	8,903598	424,475	1	23
20431	244,6306	20	301200	-2,499329	1,719808	-0,7795211	12,5	0	16	17	623,1225	20	0	0	1	25	19,33159	412,9919	1	23
20432	248,4103	28,28427	301200	-1,445007	0,4793314	-0,9656759	45	0	16	17	632,4967	20	0	20	0	25	26,97645	409,6871	1	23
20433	243,7466	44,72136	301200	0,8224182	-0,7414901	0,08092809	50	0	16	17	642,8029	20	0	28,28427	0	25	23,43907	401,8221	1	23
20434	239,1819	56,56854	301200	0,5160217	-0,3355852	0,1804366	33,33333	0	8	17	649,7227	20	0	44,72136	0	25	18,75734	388,822	1	23
20435	232,1072	63,24555	301200	1,132858	-0,7871386	0,3457197	30	0	8	17	654,9724	20	0	56,56854	0	25	13,14013	378,0522	1	23
20436	227,3023	72,11102	301200	-0,1671753	0,1669896	-0,000185726	20	0	8	17	657,1423	20	0	63,24555	0	25	10,57965	371,2092	0	23
20437	226,4048	82,46211	301200	0,6414032	-0,03614511	0,6052581	20	0	4	17	660,4951	20	0	72,11102	0	25	12,85236	366,8333	0	23
20438	221,4572	89,44272	301200	-0,3140411	0,3694497	0,05540857	21,66667	0	8	17	663,0146	20	0	80	0	25	16,13617	360,5234	0	23
20439	216,3405	100	301200	-0,3355865	0,4172984	0,08171187	28,33333	0	8	17	666,7559	20	0	80	0	25	18,20918	356,0976	1	23
20440	211,8114	89,44272	301200	-0,5718994	0,284007	-0,2878925	28,33333	0	8	17	670,2883	20	0	80	0	25	17,90893	353,0282	1	23
20441	213,6482	82,46211	301200	1,379608	-0,9105535	0,4690547	35	0	4	17	675,0645	20	0	80	0	25	16,54407	350,9818	1	23
20442	213,9663	80	301200	0,9686279	-0,712747	0,255881	35	0	8	17	678,0142	20	0	72,11102	0	25	14,70912	349,7655	1	23
20443	211,0296	80	301200	-0,385376	0,249114	-0,136262	26,66667	0	8	17	679,9119	20	0	63,24555	0	25	14,51945	349,2926	1	23
20444	208,8743	80	301200	-0,3505707	0,294145	-0,05642569	22,5	0	4	17	682,5161	20	0	60	0	25	15,9337	349,5707	0	23
20445	212,218	80	301200	0,9253082	-0,7335182	0,19179	37,5	0	4	17	686,2102	20	0	60	0	25	16,58938	350,713	0	23
20446	221,197	82,46211	301200	0,9355164	-0,8674503	0,06806606	40	0	8	17	689,9772	20	0	60	0	25	15,50934	352,9822	0	23
20447	232,8462	89,44272	301200	-0,9085388	0,9854793	0,07694051	31,66667	0	8	17	693,1184	20	0	56,56854	0	25	19,48074	356,8822	0	23
20448	231,0432	84,85281	301200	0,2334137	0,321864	0,5552777	37,5	0	4	17	700,0341	20	0	44,72136	0	25	24,6016	363,3154	0	23
20449	222,4843	72,11102	301200	1,162872	-0,6986095	0,4642628	53,33333	0	8	17	707,3073	20	0	40	0	25	23,00778	373,729	0	23
20450	218,4352	56,56854	301200	1,441513	-1,105368	0,336145	46,66667	0	8	17	712,6539	20	0	28,28427	0	25	18,8413	389,8484	0	23
20451	216,8208	40	301200	1,287064	-1,180258	0,1068057	43,33333	0	8	17	716,4716	20	0	20	0	25	13,21795	409,285	0	23
20452	201,9003	20	301200	0,9945831	-0,564356	0,4302271	26,66667	0	8	17	718,4152	20	0	20	0	25	7,381149	432,0273	0	23
20453	188,5175	0	301200	-0,4749146	0,1760072	-0,2989073	8,333333	0	8	17	717,8885	20	0	20	0	25	5,426329	460,4408	0	23
20454	208,4212	0	301200	-0,5648041	0,1396077	-0,4251964	6,666667	0	8	17	718,5314	20	0	28,28427	0	25	4,637707	492,7744	0	23
20455	223,726	20	301200	0,2146301	-0,2450656	-0,03043552	6,666667	0	8	17	720	20	0	44,72136	0	25	3,64714	527,5511	0	23
20456	224,2884	40	301200	-0,04586792	0,247272	0,2014041	3,333333	0	8	17	720,6454	20	0	56,56854	0	25	6,254071	563,8326	1	23
20457	217,9806	60	301200	-1,515335	1,636708	0,1213731	3,333333	0	8	17	721,2119	20	0	72,11102	0	25	15,86635	588,1314	1	23
20458	212,3374	80	301200	-3,655441	3,248922	-0,4065196	10	0	16	17	723,3627	20	0	89,44272	0	25	27,70492	576,5085	1	23
20459	201,54	100	301200	-2,187836	2,730357	0,5425211	27,5	0	4	17	729,1235	20	0	80	0	25	33,78657	567,2136	0	23
20460	187,219	120	301200	-1,238815	2,191303	0,9524882	40	0	4	17	732,7399	20	0	60	0	25	35,11671	560,2895	0	23
20461	177,9083	140	301200	-2,640015	2,635114	-0,004900448	35	0	4	17	732,4578	20	0	40	0	25	33,97491	555,9093	1	23
20462	174,2955	160	301200	-2,365555	1,818515	-0,5470399	27,5	0	4	17	732,2504	20	0	20	0	25	29,36238	554,64	1	23
20463	178,2955	180	301200	-0,05955505	-0,000453987	-0,06000904	27,5	0	4	17	733,7983	20	0	0	1	25	21,76053	556,5326	1	23
20464	205,5865	200	301200	-2,110016	0,3605365	-1,749479	23,33333	0	8	17	734,5586	20	1	0	1	25	14,90624	561,1741	0	23
20465	243,2224	220	301200	0,6120148	-0,269971	0,3420437	27,5	0	16	17	740,523	20	1	20	0	25	15,48473	568,2028	0	23
20466	248,5765	240	301200	0,6865387	-0,3313912	0,3551475	25	0	16	17	745,9043	20	1	0	1	25	14,01674	577,3286	0	23
20467	232,9497	260	301200	0,7814484	-0,3773241	0,4041242	20	0	8	17	749,4291	20	0	0	1	25	9,275751	588,3297	0	23
20468	219,3433	280	301200	-0,06895447	-0,001287637	-0,07024211	15	0	8	17	750,8726	20	0	20	0	25	7,17546	601,0408	0	23
20469	211,9832	300	301200	0,06932068	0,07263525	0,1419559	10	0	8	17	752,3846	20	0	40	0	25	6,93896	615,3375	0	23
20470	210,4776	320	301200	-0,108429	0,1088584	0,000429466	12,5	0	4	17	753,485	20	0	44,72136	0	25	8,293791	623,8364	0	23
20471	187,7888	340	2800	1,454132	-0,439265	1,014867	20	0	2	17	755,5676	20	0	28,28427	0	25	9,584732	620,8319	0	23
20472	177,986	360	2800	-0,780838	0,4280707	-0,3527673	20	0	4	17	753,6414	20	0	20	0	25	9,869756	620	1	23
20473	MISSING	380	MISSING	MISSING	MISSING	MISSING	MISSING	0	MISSING	17	MISSING	20	0	0	1	25	MISSING	MISSING	1	23
20474	232,0895	100	79200	0,1448059	-0,4288903	-0,2840844	35	0	16	17	574,743	20	0	56,56854	0	25	19,33013	754,2736	0	23
20475	230,4085	89,44272	79200	-1,523148	0,7979625	-0,725185	21,66667	0	8	17	578,9479	20	0	44,72136	0	25	19,15354	727,4427	0	23
20476	231,3325	82,46211	79200	-0,7384186	0,08712172	-0,6512969	27,5	0	16	17	584,9207	20	0	40	0	25	19,3525	705,14	0	23
20477	240,8755	72,11102	79200	-1,558075	0,2304796	-1,327595	26,66667	0	8	17	590,248	20	0	40	0	25	18,55794	677,4208	0	23
20478	251,9825	56,56854	79200	-0,8927765	-0,1498929	-1,042669	35	0	16	17	597,4602	20	0	28,28427	0	25	18,56995	648,7368	0	23
20479	250,4545	44,72136	79200	-0,2334595	0,1191957	-0,1142638	32,5	0	16	17	604,0109	20	0	20	0	25	14,52306	622,254	0	23
20480	246,6377	40	79200	2,538879	-1,478715	1,060164	27,5	0	16	17	609,7411	20	0	20	0	25	7,185993	590,6151	0	23
20481	280,7104	40	79200	0,7360382	-0,5013489	0,2346894	21,66667	0	8	17	610,6451	20	0	20	0	25	3,835995	566,1179	0	23
20482	285,6386	40	79200	1,196609	0,09862969	1,295239	16,66667	0	8	17	612,5414	20	0	20	0	25	6,821188	546,3596	1	23
20483	280,8805	28,28427	79200	0,9139404	-0,340985	0,5729554	18,33333	0	8	17	615,0017	20	0	20	0	25	7,277153	526,621	0	23
20484	287,885	20	79200	0,6537018	0,3862492	1,039951	16,66667	0	8	17	617,0505	20	0	0	1	25	7,240456	495,189	0	23
20485	304,1817	20	301200	1,784317	-0,3617337	1,422583	20	0	32	17	620,3926	20	0	0	1	25	8,506141	467,2136	1	23
20486	327,6001	20	301200	1,113724	-0,3533531	0,7603707	20	0	32	17	622,1526	20	1	0	1	25	8,2581	447,5512	1	23
20487	327,8598	0	301200	-2,277313	1,244774	-1,032539	8,333333	0	32	17	621,1908	20	1	0	1	25	6,637612	407,9216	1	23
20488	271,7868	0	301200	-1,160797	1,229933	0,06913589	12,5	0	16	17	623,7473	20	1	0	1	25	13,18416	408,3297	1	23
20489	259,588	20	301200	0,7788086	0,1630377	0,9418463	37,5	0	16	17	631,6002	20	1	0	1	25	23,73192	397,066	1	23
20490	253,2561	28,28427	301200	-0,04598999	-0,4364271	-0,4824171	43,33333	0	8	17	639,8694	20	0	20	0	25	22,05551	389,285	1	23
20491	241,7848	40	301200	-0,06733704	0,1514858	0,08414874	30	0	16	17	646,0509	20	0	28,28427	0	25	17,50429	374,5698	1	23
20492	228,6693	44,72136	301200	0,738678	-0,2867258	0,4519522	26,66667	0	8	17	651,2322	20	0	40	0	25	14,98154	367,052	1	23
20493	214,5174	56,56854	301200	1,228043	-0,5531747	0,6748679	30	0	8	17	654,874	20	0	44,72136	0	25	12,72389	363,3154	0	23
20494	206,7877	63,24555	301200	0,4510345	-0,3582359	0,09279861	30	0	4	17	656,4606	20	0	56,56854	0	25	13,79896	356,8822	0	23
20495	211,2007	72,11102	301200	0,3544617	-0,4415674	-0,08710575	35	0	4	17	658,6689	20	0	60	0	25	16,46234	352,9822	1	23
20496	213,6086	80	301200	0,6718597	-0,460042	0,2118177	36,66667	0	8	17	662,1676	20	0	60	0	25	17,53362	350,713	1	23
20497	210,4647	72,11102	301200	0,04121399	0,0285076	0,06972159	33,33333	0	8	17	664,9999	20	0	60	0	25	17,96576	349,5707	1	23
20498	211,4155	63,24555	301200	-0,9096375	0,5837714	-0,325866	28,33333	0	8	17	667,8029	20	0	63,24555	0	25	19,15042	349,2926	1	23
20499	209,3797	60	301200	0,1171875	-0,08871379	0,02847371	31,66667	0	8	17	672,0179	20	0	72,11102	0	25	18,51742	349,7655	1	23
20500	204,5436	60	301200	1,462814	-0,8901583	0,572656	37,5	0	4	17	675,9185	20	0	82,46211	0	25	16,93695	350,9818	1	23
20501	199,5921	60	301200	0,5739594	-0,2802164	0,2937429	31,66667	0	8	17	677,6232	20	0	80	0	25	17,13312	353,0282	0	23
20502	206,0636	60	301200	-1,44812	0,5451556	-0,9029645	32,5	0	4	17	678,4725	20	0	80	0	25	19,8043	356,0976	0	23
20503	217,1116	63,24555	301200	0,3278351	-0,3996357	-0,0718006	41,66667	0	8	17	683,9697	20	0	63,24555	0	25	21,43995	360,5234	0	23
20504	217,877	72,11102	301200	2,107468	-1,080916	1,026552	46,66667	0	8	17	689,8608	20	0	44,72136	0	25	20,90803	366,8333	0	23
20505	218,34	72,11102	301200	-1,695282	1,021531	-0,6737506	35	0	8	17	692,0873	20	0	28,28427	0	25	24,18168	375,7991	0	23
20506	217,3943	56,56854	301200	0,6899567	-0,1888447	0,501112	45	0	8	17	699,2001	20	0	20	0	25	26,24801	388,4033	0	23
20507	216,3649	44,72136	301200	-0,7261353	0,1010315	-0,6251037	46,66667	0	8	17	704,1205	20	0	20	0	25	24,49604	405,5764	0	23
20508	215,8727	28,28427	301200	0,3824158	-0,4459457	-0,06352994	46,66667	0	8	17	710,4139	20	0	0	1	25	20,74599	425,2535	0	23
20509	208,1738	20	301200	2,254501	-1,565293	0,6892079	40	0	4	17	715,3217	20	1	0	1	25	14,17446	447,4279	0	23
20510	206,1499	0	301200	0,3015594	-0,7294577	-0,4278982	31,66667	0	8	17	716,2429	20	1	0	1	25	8,165175	474,1504	0	23
20511	223,4528	20	301200	0,5222321	-0,4538599	0,06837215	16,66667	0	8	17	717,8286	20	0	20	0	25	5,689308	504,475	0	23
20512	230,5542	28,28427	301200	0,4557495	-0,3362265	0,119523	13,33333	0	8	17	719,3469	20	0	28,28427	0	25	4,539395	537,4011	0	23
20513	231,0878	44,72136	301200	0,2063293	-0,2045716	0,001757724	8,333333	0	8	17	720,1864	20	0	44,72136	0	25	3,147503	572,1345	0	23
20514	240,9488	63,24555	301200	0,1303101	-0,07516022	0,05514984	6,666667	0	8	17	721,0106	20	0	63,24555	0	25	4,1056	605,3179	0	23
20515	235,5516	82,46211	301200	-0,7266235	0,3840949	-0,3425286	5	0	8	17	721,7981	20	0	82,46211	0	25	8,519018	614,1308	0	23
20516	216,0473	101,9804	301200	-1,788895	1,62674	-0,1621548	7,5	0	16	17	723,3344	20	0	82,46211	0	25	12,47512	605,1881	0	23
20517	194,1875	121,6553	301200	-2,1474	2,148276	0,00087639	5	0	16	17	724,5834	20	0	63,24555	0	25	14,20371	597,9298	0	23
20518	186,1089	141,4214	301200	-1,865173	1,621014	-0,2441594	2,5	0	16	17	725,4531	20	0	44,72136	0	25	13,84964	592,8158	0	23
20519	190,8985	161,2451	301200	-1,696045	1,225066	-0,4709791	5	0	16	17	726,481	20	0	28,28427	0	25	12,14413	590,9497	0	23
20520	216,0243	181,1077	301200	-2,488449	0,8096573	-1,678792	5	0	16	17	727,8931	20	1	20	0	25	10,68826	592,0583	0	23
20521	252,6927	200,9975	301200	-1,816452	0,5392064	-1,277246	20	0	16	17	732,1273	20	1	20	0	25	13,63	595,8389	0	23
20522	261,7369	220,9072	301200	-0,6170197	-0,237562	-0,8545817	30	0	16	17	738,4565	20	1	0	1	25	15,68305	602,0032	0	23
20523	250,1443	240,8319	301200	0,249649	-0,3642231	-0,114574	25	0	16	17	743,7381	20	0	0	1	25	12,15971	610,3005	0	23
20524	231,0915	260,7681	301200	-0,3129883	0,1524649	-0,1605234	12,5	0	16	17	746,5677	20	0	20	0	25	9,13172	620,5245	0	23
20525	220,19	280,7134	301200	0,3377838	-0,181181	0,1566028	13,33333	0	8	17	749,0851	20	0	28,28427	0	25	7,56199	632,5101	0	23
20526	204,6518	300,6659	301200	0,3271332	-0,0207355	0,3063977	11,66667	0	8	17	750,4423	20	0	44,72136	0	25	6,631181	646,1262	0	23
20527	199,6007	320,6244	301200	-0,362915	0,2354414	-0,1274737	7,5	0	4	17	750,6229	20	0	28,28427	0	25	7,719332	661,2678	0	23
20528	184,9999	340,5877	301200	-0,3739624	1,007429	0,6334667	8,333333	0	8	17	751,3904	20	0	20	0	25	7,226631	660,7681	0	23
20529	146,6605	360,5551	2800	-1,519653	1,231958	-0,2876958	1,666667	0	2	17	749,4766	20	0	0	1	25	6,864303	MISSING	1	23
20530	265,8769	116,619	79200	-0,6051636	-0,4479681	-1,053132	32,5	0	16	17	572,5995	20	0	72,11102		25	13,60965	775,2361	0	23
20531	253,3865	107,7033	79200	-0,5580597	0,1349253	-0,4231344	22,5	0	16	17	577,3195	20	0	63,24555	0	25	14,18692	749,7458	0	23
20532	256,5927	100	79200	-1,218933	0,5417465	-0,6771866	25	0	16	17	582,3742	20	0	60	0	25	17,2407	728,0128	0	23
20533	267,4052	84,85281	79200	-0,8941803	0,457713	-0,4364673	35	0	16	17	589,8392	20	0	56,56854	0	25	20,65421	697,719	0	23
20534	270,7807	72,11102	79200	1,753952	-1,558787	0,1951651	45	0	16	17	598,9794	20	0	44,72136	0	25	17,593	671,0197	0	23
20535	249,5641	63,24555	79200	-0,261673	0,2672156	0,005542661	15	0	32	17	602,0105	20	0	40	0	25	11,40524	640,9695	0	23
20536	226,4506	60	79200	-1,48288	0,9256023	-0,5572774	10	0	16	17	604,3099	20	0	40	0	25	11,1221	612,4268	0	23
20537	218,4842	60	79200	0,002609253	-0,1123335	-0,1097242	15	0	16	17	607,5931	20	0	40	0	25	9,576036	589,5281	0	23
20538	221,4508	56,56854	79200	-0,5861206	0,3118874	-0,2742332	11,66667	0	8	17	609,4769	20	0	40	0	25	9,173018	569,902	0	23
20539	229,5227	44,72136	79200	-0,2957916	0,09407985	-0,2017118	15	0	8	17	612,2183	20	0	28,28427	0	25	9,921174	546,8746	0	23
20540	239,1613	40	79200	0,2346039	-0,1315324	0,1030715	18,33333	0	8	17	615,588	20	0	20	0	25	9,997193	515,4655	0	23
20541	255,4442	40	79200	-0,2870941	0,2282869	-0,05880719	18,33333	0	8	17	618,8289	20	0	20	0	25	10,62177	491,2206	0	23
20542	288,7303	28,28427	79200	1,561035	-0,5562757	1,004759	26,66667	0	8	17	624,0164	20	0	0	1	25	9,57841	460,0249	1	23
20543	340,436	20	301200	3,208771	-1,393578	1,815193	30	0	64	17	627,5784	20	0	0	1	25	9,195802	432,3106	1	23
20544	315,6356	0	301200	-3,570709	1,836362	-1,734347	8,333333	0	32	17	623,7189	20	10	0	1	25	7,030751	392,9377	1	23
20545	261,8362	0	301200	-3,004135	2,363479	-0,640656	15	0	16	17	627,1722	20	10	0	1	25	19,70486	393,6308	1	23
20546	257,507	20	301200	2,13829	-1,900566	0,2377246	60	0	16	17	639,2075	20	10	0	1	25	21,90011	374,4009	1	23
20547	241,622	20	301200	0,1673584	-0,06833295	0,09902545	20	0	16	17	643,6487	20	0	20	0	25	13,60557	363,5453	1	23
20548	219,5625	28,28427	301200	-0,9985504	0,9299744	-0,06857607	11,66667	0	8	17	646,077	20	0	20	0	25	14,08833	360,9491	1	23
20549	203,0519	40	301200	0,7571106	0,07686419	0,8339748	22,5	0	4	17	649,7485	20	0	28,28427	0	25	15,07069	353,8899	0	23
20550	195,5581	44,72136	301200	-1,045059	0,7028736	-0,3421856	17,5	0	4	17	650,0002	20	0	40	0	25	15,7687	350,6788	0	23
20551	206,2522	56,56854	301200	-1,525772	0,9183933	-0,6073788	18,33333	0	8	17	651,6149	20	0	40	0	25	17,6677	349,4427	0	23
20552	211,0875	60	301200	-0,5294495	0,3808503	-0,1485992	25	0	8	17	655,5583	20	0	40	0	25	18,61465	349,3642	1	23
20553	210,0292	56,56854	301200	0,2292175	-0,1145572	0,1146604	30	0	8	17	659,5761	20	0	40	0	25	17,75466	350,0979	1	23
20554	210,2742	44,72136	301200	0,1414185	-0,02296222	0,1184562	30	0	8	17	662,7676	20	0	44,72136	0	25	18,04186	351,5148	1	23
20555	205,0097	40	301200	0,1541443	0,2149367	0,369081	30	0	8	17	665,8676	20	0	56,56854	0	25	19,35806	353,6039	1	23
20556	200,1433	40	301200	-0,1278534	0,107332	-0,02052144	37,5	0	4	17	668,2695	20	0	72,11102	0	25	20,33312	356,4374	1	23
20557	194,8575	40	301200	1,224274	-0,6709638	0,5533099	42,5	0	4	17	671,2898	20	0	84,85281	0	25	19,65235	360,1658	0	23
20558	201,2082	40	301200	-0,8786926	0,06717406	-0,8115185	32,5	0	4	17	671,8793	20	0	80	0	25	20,43456	365,0281	0	23
20559	213,6659	44,72136	301200	-0,28862	0,2532191	-0,03540092	38,33333	0	8	17	676,2571	20	0	60	0	25	24,02349	371,373	0	23
20560	212,2586	56,56854	301200	0,4630585	-0,258315	0,2047435	46,66667	0	8	17	681,8381	20	0	40	0	25	23,7517	379,678	0	23
20561	213,0345	63,24555	301200	0,3961029	-0,3630438	0,03305908	43,33333	0	8	17	686,0353	20	0	20	0	25	23,43522	390,546	0	23
20562	216,4802	44,72136	301200	-0,9346619	0,5516757	-0,3829862	43,33333	0	8	17	690,5254	20	0	0	1	25	25,44785	404,6353	0	23
20563	218,1704	28,28427	301200	0,3107147	-0,2362774	0,07443734	46,66667	0	8	17	697,1186	20	10	0	1	25	26,30595	422,4903	1	23
20564	219,8749	20	301200	1,685791	-1,064384	0,6214074	55	0	8	17	704,2122	20	10	0	1	25	24,27454	442,3448	1	23
20565	217,473	0	301200	-2,022888	0,7056333	-1,317255	41,66667	0	8	17	707,1967	20	10	20	0	25	18,98996	464,1958	1	23
20566	211,3936	0	301200	1,187256	-0,7707485	0,4165074	28,33333	0	8	17	712,7264	20	10	0	1	25	13,89684	489,8027	0	23
20567	213,4412	20	301200	0,5177917	-0,6177837	-0,099992	25	0	8	17	715,1044	20	0	0	1	25	11,04865	518,6141	0	23
20568	218,9453	40	301200	0,4594421	-0,4486894	0,01075274	25	0	8	17	717,5494	20	0	20	0	25	8,374886	549,963	0	23
20569	216,4745	56,56854	301200	0,3475342	-0,3215053	0,02602888	13,33333	0	8	17	718,9174	20	0	40	0	25	5,79582	583,2358	0	23
20570	234,3103	72,11102	301200	0,2202606	-0,2349329	-0,01467232	13,33333	0	8	17	720,3248	20	0	56,56854	0	25	5,179404	617,9409	0	23
20571	260,8176	89,44272	301200	0,4537354	-0,001595447	0,4521399	15	0	8	17	722,3912	20	0	72,11102	0	25	5,759063	641,6638	0	23
20572	273,843	107,7033	301200	1,312881	-0,5327399	0,7801416	15	0	8	17	724,988	20	0	72,11102	0	25	4,674063	643,3218	0	23
20573	272,6324	126,4911	301200	0,3154297	-0,06511836	0,2503113	6,666667	0	32	17	725,3958	20	0	56,56854	0	25	2,323006	635,376	0	23
20574	273,5739	145,6022	301200	-0,232254	0,2801047	0,04785068	3,333333	0	32	17	725,7507	20	0	44,72136	0	25	2,822404	630,1124	0	23
20575	292,3459	164,9242	301200	-0,3204193	0,3202521	-0,000167263	5	0	16	17	727,1118	20	0	40	0	25	5,086137	627,8265	0	23
20576	293,3932	184,3909	301200	-1,196411	0,8676986	-0,3287126	10	0	16	17	729,1195	20	0	40	0	25	10,25208	628,3295	0	23
